chi_IL,chi_cell
0.204853091,0.269813015
0.209492558,0.28417412
0.30018294,0.42887285
0.301983816,0.442224803
0.394644542,0.597073186
0.397145047,0.607372797
0.49705253,0.691496337
0.496915532,0.705770468
0.204853091,0.308363879
0.209492558,0.298308031
0.30018294,0.446966909
0.301983816,0.454467635
0.394644542,0.619153896
0.397145047,0.639637177
0.49705253,0.72293371
0.496915532,0.732860013
1,0.881776863
1,0.988984826
1,0.921253972
1,0.926588299
1,1.010870605
1,0.957272919
